time_s,V_TX_uM_s,V_nt_deg_uM_s,V_RS_uM_s,V_TL_uM_s,V_TL_deg_uM_s,V_EN_uM_s,D_nt_uM,D_TLcat_uM
240,0.0402243602470237,0.0007573823032322,0.004419049015135,0.00219183076601963,0.000391335024819573,0.00964260504550672,0.0911744869819655,0.0960482536582114
250,0.040224225347583,0.000788627721612255,0.00346562303976817,0.0022745037210415,0.000390607818185232,0.00843569565026215,0.0989045578172062,0.0999579667460653
260,0.0402240893423651,0.00081984829614157,0.00296410445537434,0.00235638013056657,0.000389881962898089,0.00786047915581582,0.106946958601323,0.103860414526406
270,0.0402239527046838,0.000851044045817999,0.00271749979709396,0.00243751651580392,0.000389157456446973,0.00764240422828833,0.115301440990499,0.107755610500147
280,0.0402238157041015,0.000882214989911076,0.00261418519932459,0.00251794825215211,0.000388434296325382,0.00762502686700385,0.123967756832389,0.11164356814311
290,0.0402236784931656,0.000913361147837855,0.00259117545075547,0.00259769814821009,0.00038771248003147,0.00771979539986737,0.132945658168158,0.115524300906079
300,0.0402235411578952,0.000944482539091971,0.00261301281055452,0.0026767815829769,0.00038699200506804,0.00787677521460059,0.142234897233567,0.119397822214841
310,0.0402234037466957,0.000975579183203419,0.00265976184694365,0.00275520955454498,0.000386272868942537,0.0080678681036825,0.151835226459521,0.123264145470233
320,0.040223266286773,0.00100665109971587,0.00272022238116996,0.00283299047876536,0.000385555069167037,0.0082772832846512,0.161746398472305,0.127123284048191
330,0.0402231287934046,0.00103769830817387,0.00278810476742407,0.00291013124612196,0.000384838603258239,0.00849615432512876,0.171968166093657,0.130975251299795
340,0.0402229912751629,0.0010687208281157,0.0028598782986231,0.00298663784090866,0.000384123468737456,0.00871950682668848,0.18250028234073,0.134820060551315
350,0.0402228537368522,0.00109971867906933,0.00293356194348662,0.00306251570317783,0.000383409663130609,0.00894455294268612,0.193342500426012,0.138657725104257
360,0.0402227161811603,0.00113069188055011,0.00300804502714651,0.00313776993996963,0.000382697183968215,0.00916973294889381,0.204494573757209,0.142488258235408
